uri	wikilink	description
norssi_110	https://fi.wikipedia.org/wiki?curid=942169	"""Johan Edvard Rein (28. elokuuta 1873 Helsinki – 9. helmikuuta 1940 Lohja) oli suomalainen klassillisen filologian tutkija ja Helsingin yliopiston..."""
norssi_3614	https://fi.wikipedia.org/wiki?curid=1091806	"""Veikko Olavi Reinikainen (4. kesäkuuta 1920 Helsinki – 1998) oli suomalainen juristi. Hän oli Helsingin yliopiston dosentti 1956–1985, Suomen..."""
norssi_1045	https://fi.wikipedia.org/wiki?curid=546480	"""Ilmari Relander (24. maaliskuuta 1894 Helsinki – 18. marraskuuta 1932) oli suomalainen jääkärieversti. Hänen vanhempansa olivat seminaarinjohtaja..."""
norssi_7771	https://fi.wikipedia.org/wiki?curid=212865	"""Mitro Repo (s. 3. syyskuuta 1958 Helsinki) on ortodoksisen kirkon pappi sekä luennoija ja kouluttaja, joka toimi Euroopan parlamentin jäsenenä..."""
norssi_6778	https://fi.wikipedia.org/wiki?curid=679490	"""Hannu Kalevi Riikonen (s. 3. elokuuta 1948 Helsinki) on Helsingin yliopiston yleisen kirjallisuustieteen emeritusprofessori. Riikosen erityisaloja..."""
norssi_5027	https://fi.wikipedia.org/wiki?curid=1297417	"""Erkki Mauno Isak Riimala (29. maaliskuuta 1929 Kemi – 25. heinäkuuta 2004 Helsinki) oli mainospäällikkö, joka tuli tunnetuksi merenkulkuun perehtyneenä..."""
norssi_1272	https://fi.wikipedia.org/wiki?curid=130034	"""Toivo Joel ”Jopi” Rinne (6. kesäkuuta 1897 Asikkala – 3. joulukuuta 1981 Helsinki) oli suomalainen näyttelijä. Hän oli kiinnitettynä Suomen Kansallisteatteriin..."""
norssi_9628	https://fi.wikipedia.org/wiki?curid=627106	"""Sami Rinne (s. 1971 Vaasa) on suomalainen kuvataiteilija. Hän on opiskellut Vapaassa taidekoulussa 1990–1992 ja Kuvataideakatemiassa 1991–1997..."""
norssi_1605	https://fi.wikipedia.org/wiki?curid=1040362	"""Reino Taavi Rissanen (13. heinäkuuta 1899 Juantehdas – 1967) oli insinöörikenraalimajuri. Valtion lentokonetehtaan johtaja 1941–1954, sen jälkeen..."""
norssi_7554	https://fi.wikipedia.org/wiki?curid=1194233	"""Otto Romanowski (s. 16. lokakuuta 1952 Heinola) on suomalainen elektroniseen musiikkiin erikoistunut säveltäjä, joka toimii apulaisprofessorina..."""
norssi_1777	https://fi.wikipedia.org/wiki?curid=1040721	"""Elof Roschier (26. huhtikuuta 1903 Kotka – 6. elokuuta 1976) oli suomalainen sotilas tykistön aselajissa, arvoltaan kenraaliluutnantti vuodesta..."""
norssi_79	https://fi.wikipedia.org/wiki?curid=970827	"""Ernst Edvard Rosenqvist (24. elokuuta 1869 Helsinki, Suomen suuriruhtinaskunta – 27. toukokuuta 1932 Kuopio) oli suomalainen juristi, maaherra..."""
norssi_3408	https://fi.wikipedia.org/wiki?curid=331794	"""Taru Reino Kai Rossi (19. marraskuuta 1919 Helsinki – 8. maaliskuuta 1985) oli Suomen Sokeri Oy:n pääjohtaja,. Hän oli Suomen Pankin johtokunnan..."""
norssi_5243	https://fi.wikipedia.org/wiki?curid=1297302	"""Eero Rainer Routamo (31. tammikuuta 1934 Helsinki – 23. lokakuuta 2010 Helsinki) oli suomalainen oikeustieteilijä. Hän oli Helsingin yliopiston..."""
norssi_5727	https://fi.wikipedia.org/wiki?curid=861291	"""Jorma Tapio Routti (s. 1938) on suomalainen fyysikko ja professori. Routti on suorittanut tohtorin tutkinnon Kalifornian yliopistossa Berkeleyssä..."""
norssi_2213	https://fi.wikipedia.org/wiki?curid=1070909	"""Veikko Ilmari Ruoppila (8. elokuuta 1907 Lammi – 2. lokakuuta 1993 Helsinki) oli suomalainen filologi. Hän oli Helsingin yliopiston suomalaisen..."""
norssi_856	https://fi.wikipedia.org/wiki?curid=1287859	"""Kaarlo Ruuskanen (28. elokuuta 1891 Lapinlahti – 26. elokuuta 1953) oli suomalainen diplomaatti, lähetystöneuvos ja liikemies.
Ruuskasen..."""
norssi_669	https://fi.wikipedia.org/wiki?curid=165795	"""Yrjö Oskar Ruutu (vuoteen 1927 Ruuth; 26. joulukuuta 1887 Helsinki – 27. elokuuta 1956 Helsinki) oli suomalainen valtiotieteilijä ja poliitikko..."""
norssi_425	https://fi.wikipedia.org/wiki?curid=1297630	"""Walter Rydman (18. syyskuuta 1880 Turku –20. joulukuuta 1950 Helsinki) oli suomalainen liikemies ja yritysjohtaja. Hän sai kauppaneuvoksen arvonimen..."""
norssi_5223	https://fi.wikipedia.org/wiki?curid=77393	"""Kari-Walter Rydman (s. 15. lokakuuta 1936 Helsinki) on suomalainen säveltäjä, musiikinopettaja ja kirjoittaja. Hän asuu ja toimii Valkeakoskella..."""
norssi_1436	https://fi.wikipedia.org/wiki?curid=491706	"""Ahti Aarno Rytkönen (23. maaliskuuta 1899 Ilmajoki – 21. heinäkuuta 1989 Hyvinkää) oli kielitieteilijä, professori h.c. Vanhemmat: Antti Juhani..."""
norssi_1124	https://fi.wikipedia.org/wiki?curid=468893	"""Roine Rikhard (R. R.) Ryynänen (23. maaliskuuta 1891 Kuopio – 31. lokakuuta 1963) oli suomalainen sanoittaja, tenorilaulaja ja kuoromies..."""
norssi_4170	https://fi.wikipedia.org/wiki?curid=1297928	"""Kalervo Saarela (s. 25. maaliskuuta 1925 Helsinki) on suomalainen juristi. Hän oli Korkeimman hallinto-oikeuden hallintoneuvos (tuomari) vuodesta..."""
norssi_7608	https://fi.wikipedia.org/wiki?curid=340451	"""Erik (Erkki) Herman Härmä (10. heinäkuuta 1890 Turku – 10. marraskuuta 1957 Helsinki) oli sosiaalidemokraattinen poliitikko ja ammattiyhdistysjohtaja..."""
norssi_3431	https://fi.wikipedia.org/wiki?curid=345898	"""Eero Johannes Saarenheimo (s.&#160;21. kesäkuuta 1919 Helsinki) on toimittaja, joka oli pitkään Yleisradion palveluksessa, vuodesta 1965 ohjelmapäällikkönä..."""
norssi_5423	https://fi.wikipedia.org/wiki?curid=17993	"""Pentti Ilmari Saarikoski (2. syyskuuta 1937 Impilahti – 24. elokuuta 1983 Joensuu) oli runoilija, suomentaja ja sotien jälkeisen Suomen merkittävimpiä..."""
norssi_1510	https://fi.wikipedia.org/wiki?curid=770243	"""Johannes Armas Saarinen (s. 4. tammikuuta 1899) oli suomalainen jääpalloilija.
Saarinen pelasi jääpalloa maalivahtina Helsingin Jalkapalloklubin..."""
norssi_7107	https://fi.wikipedia.org/wiki?curid=107024	"""Markku Juhani Saarinen (8. syyskuuta 1951 – 13. elokuuta 2002) oli helsinkiläinen kääntäjä, toimittaja ja bibliofiili. Hän suomensi muun muassa..."""
norssi_708	https://fi.wikipedia.org/wiki?curid=972155	"""Kaarlo Eino "Stigi" Saastamoinen (9. lokakuuta 1887 Helsinki, Suomen suuriruhtinaskunta – 4. joulukuuta 1946 Helsinki) oli suomalainen voimistelija..."""
norssi_1187	https://fi.wikipedia.org/wiki?curid=615316	"""Väinö Gabriel Saikko (20. joulukuuta 1893 Viipuri – 8. marraskuuta 1952) oli suomalainen taidemaalari.
Saikon vanhemmat olivat järjestelymestari..."""
norssi_4477	https://fi.wikipedia.org/wiki?curid=1298420	"""Olli Juhani Sainio (s. 1926) on suomalainen juristi. Hän on ollut korkeimman hallinto-oikeuden hallintoneuvos 1988–1993. Sitä ennen hän oli ylimääräinen..."""
norssi_2557	https://fi.wikipedia.org/wiki?curid=1298194	"""August Olavi Salervo (7. tammikuuta 1912 Helsinki – 10. lokakuuta 1999) oli helsinkiläinen varatuomari, joka työskenteli pitkään eduskunnan palveluksessa..."""
norssi_6047	https://fi.wikipedia.org/wiki?curid=61461	"""Erkki Olavi Salmenhaara (12. maaliskuuta 1941 Helsinki – 19. maaliskuuta 2002 Helsinki) oli suomalainen säveltäjä, kriitikko ja musiikintutkija..."""
norssi_7548	https://fi.wikipedia.org/wiki?curid=354823	"""Olli Ilmari Salomies (s. 12. helmikuuta 1951 Lontoo), suomalainen antiikintutkija (filologi). Latinalaiseen epigrafiikkaan ja onomastiikkaan..."""
norssi_6366	https://fi.wikipedia.org/wiki?curid=231090	"""Erkki Juhani Salonius (s. 12. huhtikuuta 1944 Mikkeli) on suomalainen varatuomari ja entinen valtakunnansovittelija. Hän toimi tehtävässään 12..."""
norssi_4954	https://fi.wikipedia.org/wiki?curid=1101604	"""Kari Osmo Antero Salosaari (9. huhtikuuta 1932 Viipuri – 30. kesäkuuta 2015 Helsinki) oli suomalainen teatteriteoreetikko, dramaturgian opettaja..."""
norssi_6007	https://fi.wikipedia.org/wiki?curid=1299557	"""Aarno Olavi Salosmaa (1. lokakuuta 1941 Helsinki – 6. helmikuuta 2008) oli suomalainen taidemaalari.
Salosmaa opiskeli Suomen Taideakatemian..."""
norssi_4676	https://fi.wikipedia.org/wiki?curid=1251287	"""Risto Aleksi Santala (18. toukokuuta 1929 Helsinki – 26. syyskuuta 2012) oli suomalainen rovasti, teologian kunniatohtori ja kirjailija...."""
norssi_5730	https://fi.wikipedia.org/wiki?curid=56558	"""Heikki Veli Uolevi Sarmanto (s. 22. kesäkuuta 1939 Helsinki) on suomalainen jazzpianisti ja -säveltäjä.
Sarmanto opiskeli aluksi Sibelius..."""
norssi_4270	https://fi.wikipedia.org/wiki?curid=1167328	"""Pentti Akseli Sarpaneva (4. kesäkuuta 1925 Tampere – 10. heinäkuuta 1978 Turku) oli suomalainen korusuunnittelija ja muotoilija. Hän erikoistui..."""
norssi_5131	https://fi.wikipedia.org/wiki?curid=1300226	"""Kai Kari Savola (s. 30. syyskuuta 1931 Helsinki) on suomalainen teatterinjohtaja. Hänelle on myönnetty professorin arvonimi 1983. Hän on toiminut..."""
norssi_4133	https://fi.wikipedia.org/wiki?curid=589763	"""Severi Sefanias Savonen (2. huhtikuuta 1886 Turku – 4. tammikuuta 1964 Helsinki) oli suomalainen tuberkuloosilääkäri ja lääkintöneuvos, joka..."""
norssi_1537	https://fi.wikipedia.org/wiki?curid=1041476	"""Arno Saxén (30. toukokuuta 1895 Jyväskylä – 19. marraskuuta 1952 Helsinki) oli suomalainen lääkäri, joka oli Helsingin yliopiston korva-, nenä..."""
norssi_3830	https://fi.wikipedia.org/wiki?curid=332946	"""Arje Nahum Scheinin (12. heinäkuuta 1923 Helsinki – 25. lokakuuta 2003 Turku) oli suomalainen hammaslääketieteen tutkija. Hänen johtamansa Turun..."""
norssi_3936	https://fi.wikipedia.org/wiki?curid=1300891	"""Theodor Mikael Scheinin (4. joulukuuta 1924 – 25. maaliskuuta 2006) oli suomalainen kirurgi ja professori. Hän oli Helsingin yliopiston kirurgian..."""
norssi_4271	https://fi.wikipedia.org/wiki?curid=348339	"""Jyri Matti Schreck (16. joulukuuta 1927, Tampere – 19. tammikuuta 1982, Helsinki) oli suomalainen runoilija, kustannustoimittaja, dramaturgi..."""
norssi_1010	https://fi.wikipedia.org/wiki?curid=606365	"""Sven Hjalmar Selander (7. marraskuuta 1894 Tukholma – 4. helmikuuta 1939) oli suomalainen jääkärieverstiluutnantti. Hänen vanhempansa olivat..."""
norssi_1329	https://fi.wikipedia.org/wiki?curid=1005283	"""Aarne Kotovalko Veikko Vilho Selinheimo (vuoteen 1906 Selin; 27. heinäkuuta 1898 Helsinki – 29. lokakuuta 1939 Helsinki) oli suomalainen..."""
norssi_7108	https://fi.wikipedia.org/wiki?curid=1223103	"""Mika Kristian Seppälä (24. elokuuta 1951 Helsinki – 23. tammikuuta 2015 Tallahassee, Florida, Yhdysvallat) oli suomalainen matemaatikko. Hän..."""
norssi_5815	https://fi.wikipedia.org/wiki?curid=1053784	"""Ari Pekka Siiriäinen (19. marraskuuta 1939, Viipuri – 9. joulukuuta 2004, Helsinki) oli suomalainen arkeologi.
1950- ja 1960-luvuilla..."""
norssi_7317	https://fi.wikipedia.org/wiki?curid=187991	"""Pekka Sakari Silvola (26. marraskuuta 1924 Kiikoinen – 22. kesäkuuta 2015 Espoo) oli poliittinen vaikuttaja, joka toimi Maalaisliiton/Keskustapuolueen..."""
norssi_6494	https://fi.wikipedia.org/wiki?curid=813848	"""Niilo Anssi Ylermi Simojoki (s. 7. syyskuuta 1944 Isokyrö) on suomalainen pappi, lähetystyöntekijä, teologi ja runoilija.
Simojoen vanhemmat..."""
norssi_2240	https://fi.wikipedia.org/wiki?curid=1042036	"""Paavo Eevertti Simola (1902–1961) oli suomalainen lääkäri ja biokemisti. Hän oli Helsingin yliopiston lääketieteellisen kemian professori vuodesta..."""
norssi_1440	https://fi.wikipedia.org/wiki?curid=992687	"""Kyösti Arvo Sipilä (20. helmikuuta 1898 Kuopio – 29. tammikuuta 1974 Helsinki) oli suomalainen professori ja työoikeuden asiantuntija...."""
norssi_3396	https://fi.wikipedia.org/wiki?curid=125095	"""Heikki Siren (5. lokakuuta 1918 Helsinki – 25. helmikuuta 2013 Helsinki) oli suomalainen arkkitehti. Hän oli arkkitehti Kaija Sirenin aviopuoliso..."""
norssi_2721	https://fi.wikipedia.org/wiki?curid=1303799	"""Paavo Rudolf Siro (1909–1996) oli suomalainen kielitieteilijä ja professori. Hän oli Tampereen yliopiston suomen kielen professori 1965–1974..."""
norssi_1133	https://fi.wikipedia.org/wiki?curid=19762	"""Teo Kaarlo Snellman (28. huhtikuuta 1894 Tampere – 1977 Helsinki) oli suomalainen lähetystöneuvos, kääntäjä, kasvissyönnin edistäjä ja poliitikko..."""
norssi_4181	https://fi.wikipedia.org/wiki?curid=1304196	"""Klaus Kristian Snellman (20. maaliskuuta 1924 Helsinki – 25. kesäkuuta 2003 Helsinki) oli suomalainen diplomaatti, koulutukseltaan valtiotieteiden..."""
norssi_247	https://fi.wikipedia.org/wiki?curid=1042481	"""Wilhelm Aleksanteri Sohlberg (1876–1938) oli Oy G. W. Sohlberg Ab:n toimitusjohtaja 1908–1937 ja vuorineuvos. Hän oli Luottopankki Oy:n pääjohtaja..."""
norssi_2127	https://fi.wikipedia.org/wiki?curid=418988	"""Ville Sakari Sohlberg (6. kesäkuuta 1907 – 25. syyskuuta 2000) oli korkeimman oikeuden jäsen 1952–1955 ja 1957–1975 ja huomattava teollisuusmies..."""
norssi_2221	https://fi.wikipedia.org/wiki?curid=817350	"""Jorma Olavi Sohlberg (1. marraskuuta 1908 Helsinki − 11. tammikuuta 2001) oli suomalainen juristi ja yritysjohtaja.
Sohlberg valmistui..."""
norssi_1037	https://fi.wikipedia.org/wiki?curid=1181433	"""Armas Ilmari Soikkanen (29. maaliskuuta 1890 Heinola – 5. helmikuuta 1963) oli suomalainen taidemaalari.
Soikkanen opiskeli Taideteollisen..."""
norssi_3834	https://fi.wikipedia.org/wiki?curid=1323045	"""Seth Eliel Soini (7. heinäkuuta 1923 – 6. helmikuuta 1996) oli helsinkiläinen liikemies. Hän kuului Insinööritoimisto Silta ja Satama Osakeyhtiön..."""
norssi_2128	https://fi.wikipedia.org/wiki?curid=1104726	"""Pentti Olavi Sola (28. toukokuuta 1907 Helsinki – 9. huhtikuuta 1940 Kuopio) oli suomalainen pianotaiteilija ja merkittävä šakkitehtävien laatija..."""
norssi_3249	https://fi.wikipedia.org/wiki?curid=1042505	"""Jaakko Ilmari Somersalo (3. syyskuuta 1916 Kuhmoinen – 9. syyskuuta 1966 Helsinki) oli suomalainen taidemaalari ja graafikko. Hän kävi Taideteollisuuskeskuskoulun..."""
norssi_2312	https://fi.wikipedia.org/wiki?curid=1314277	"""Jorma Eelis Soveri (1. toukokuuta 1909 Lammi – 1967) oli suomalainen filosofian tohtori, luonnonhistorian opettaja ja oppikirjojen tekijä...."""
norssi_2852	https://fi.wikipedia.org/wiki?curid=472048	"""Pauli Juhani Suhonen (16. tammikuuta 1912 Pielavesi – 9. helmikuuta 1994 Kouvola) oli suomalainen erikoislääkäri ja kirjailija. Hän käytti kirjailijana..."""
norssi_5035	https://fi.wikipedia.org/wiki?curid=1306166	"""Ossi Juhani Sunell (s. 10. tammikuuta 1930 Helsinki) on suomalainen diplomaatti, koulutukseltaan valtiotieteiden maisteri. Hän on ollut suurlähettiläänä..."""
norssi_2129	https://fi.wikipedia.org/wiki?curid=622369	"""Paavo Suomalainen (28. lokakuuta 1907 Helsinki – 16. lokakuuta 1976) oli suomalainen eläintieteilijä.
Suomalainen väitteli tohtoriksi..."""
norssi_2471	https://fi.wikipedia.org/wiki?curid=99931	"""Esko Suomalainen (11. kesäkuuta 1910 – 15. kesäkuuta 1995) oli perinnöllisyystieteilijä ja Helsingin yliopiston perinnöllisyystieteen professori..."""
norssi_3137	https://fi.wikipedia.org/wiki?curid=1306181	"""Heikki Suomalainen (1917–1985) oli suomalainen biokemisti. Hän oli Alkon teollisuusjohtaja 1958–1982. Hänelle myönnettiin professorin arvonimi..."""
norssi_1615	https://fi.wikipedia.org/wiki?curid=1252891	"""Yrjö Kaarlo Suominen (s. 24. tammikuuta 1900 Pietari) oli suomalainen psykiatrian ylilääkäri.
Suomisen vanhemmat olivat räätälimestari..."""
norssi_1281	https://fi.wikipedia.org/wiki?curid=710475	"""Aatto Antero Suonio (22. helmikuuta 1897 Helsinki – 13. helmikuuta 1944 Sortavala) oli suomalainen oopperalaulaja ja näyttelijä. Äänialaltaan..."""
norssi_4680	https://fi.wikipedia.org/wiki?curid=247822	"""Teppo Juuso Suonperä (26. syyskuuta 1929 Helsinki – 6. kesäkuuta 1973 Tikkakoski) oli eversti ja Hämeen lennoston komentaja. Hän toimi Yleisradion..."""
norssi_1190	https://fi.wikipedia.org/wiki?curid=53378	"""Paavo Oskar Edvard Susitaival (vuoteen 1927 Sivén; 9. helmikuuta 1896 Helsinki – 27. joulukuuta 1993 Lappeenranta) oli everstiluutnantti..."""
norssi_4722	https://fi.wikipedia.org/wiki?curid=472398	"""Matti Sutinen (s. 31. tammikuuta 1930 Viipuri) on suomalainen seiväshyppääjä.
Sutinen osallistui kaksiin olympialaisiin ja yksiin EM-kisoihin..."""
norssi_672	https://fi.wikipedia.org/wiki?curid=923544	"""Armas Toivo Vilho Suvirinne ent. Söderberg (käytti Saksassa peitenimeä Wilhelm Söderberg), (27. syyskuuta 1887 Siuntio – 8. toukokuuta..."""
norssi_751	https://fi.wikipedia.org/wiki?curid=290657	"""Pehr Yngve Svinhufvud (24. syyskuuta 1890 – 16. syyskuuta 1991) oli presidentti Pehr Evind Svinhufvudin ja Ellen Svinhufvudin esikoispoika. Yngve..."""
norssi_6290	https://fi.wikipedia.org/wiki?curid=1276767	"""Henry Söderholm (17. huhtikuuta 1938 Turku – 15. heinäkuuta 2015 Helsinki) oli suomalainen diplomaatti. Hän oli suurlähettiläs Bagdadissa 1987..."""
norssi_2148	https://fi.wikipedia.org/wiki?curid=1308668	"""Tauno Ilmari Tainio (17. marraskuuta 1902 Turku – 7. maaliskuuta 1986 Helsinki) oli suomalainen OTK:n sihteeri ja kirjallisuuden kääntäjä...."""
norssi_860	https://fi.wikipedia.org/wiki?curid=68391	"""Armas Rudolf Taipale (27. heinäkuuta 1890 Helsinki – 8. marraskuuta 1976 Turku) oli kiekonheiton suomalainen olympiavoittaja. Hän edusti Suomea..."""
norssi_1333	https://fi.wikipedia.org/wiki?curid=1044275	"""Lauri Ilmari Takala (1897–1954) oli suomalainen kirkkohistorioitsija. Hän oli teologian tohtori ja toimi Helsingissä Paavalin seurakunnan kirkkoherrana..."""
norssi_3941	https://fi.wikipedia.org/wiki?curid=430805	"""Martti Ilmari Takala (20. joulukuuta 1924 Helsinki − 6. tammikuuta 2012 Helsinki) oli suomalainen psykologi ja professori. Takala toimi Jyväskylän..."""
norssi_1334	https://fi.wikipedia.org/wiki?curid=596963	"""Karl Yrjö Ilmari Takkula (4. helmikuuta 1899 Helsinki - 10. huhtikuuta 1962) oli suomalainen jääkärieversti. Hänen vanhempansa olivat filosofian..."""
norssi_6842	https://fi.wikipedia.org/wiki?curid=1009415	"""Pauli Tuukka Talvio (s. 1. lokakuuta 1948, Helsinki) on suomalainen arkeologi, numismaatikko ja filosofian tohtori. Talvio on työskennellyt Kansallismuseossa..."""
norssi_2973	https://fi.wikipedia.org/wiki?curid=1050245	"""Mikko Kustaa Tamminen (29. syyskuuta 1913 Viipuri – 14. syyskuuta 1965 Helsinki) oli suomalainen taloustieteilijä. Hän oli Helsingin Kauppakorkeakoulun..."""
norssi_7654	https://fi.wikipedia.org/wiki?curid=466746	"""Kalevan kisat järjestettiin vuonna 1950 Jyväskylässä 12.–13. elokuuta. Kisapaikkana oli Harjun kenttä. Kalevan maljan voitti Tampereen Pyrintö..."""
norssi_6010	https://fi.wikipedia.org/wiki?curid=529721	"""Lauri Aarne Pekka Tarasti (s. 11. kesäkuuta 1941 Helsinki) on ollut ympäristöministeriön kansliapäällikkö 1983–1994 ja korkeimman hallinto-oikeuden..."""
norssi_6785	https://fi.wikipedia.org/wiki?curid=141938	"""Eero Aarne Pekka Tarasti (s. 27. syyskuuta 1948 Helsinki) on suomalainen musiikintutkija, semiootikko, pianisti ja kirjailija, musiikkitieteen..."""
norssi_1616	https://fi.wikipedia.org/wiki?curid=819053	"""Johannes Tapio Tarjanne (sukunimi vuoteen 1906 Törnqvist; 13. maaliskuuta 1901 Hämeenlinna – 27. elokuuta 1941 Kuukauppi, Antrea) oli..."""
norssi_5857	https://fi.wikipedia.org/wiki?curid=82640	"""Pekka Johannes Tarjanne (19. syyskuuta 1937 Tukholma, Ruotsi – 24. helmikuuta 2010 Hattula) oli tekniikan tohtori, teoreettisen fysiikan professori..."""
norssi_366	https://fi.wikipedia.org/wiki?curid=1094928	"""Werner Ilmari Fredrik Tawaststjerna (21. tammikuuta 1879 Pariisi, Ranska – 18. kesäkuuta 1932 Helsinki) oli Helsingin yliopiston siviilioikeuden..."""
norssi_3140	https://fi.wikipedia.org/wiki?curid=102343	"""Erik Werner Tawaststjerna (10. lokakuuta 1916 Mikkeli – 22. tammikuuta 1993 Helsinki) oli suomalainen musiikintutkija, pianisti ja kriitikko..."""
norssi_320	https://fi.wikipedia.org/wiki?curid=1216724	"""Rolf Thesleff (28. toukokuuta 1878 Kuopio – 16. elokuuta 1938 Kööpenhamina) oli suomalainen filosofian tohtori ja diplomaatti.
Thesleffin..."""
norssi_7482	https://fi.wikipedia.org/wiki?curid=366631	"""Kalle Matti Tiisala (1. lokakuuta 1955 Helsinki – 17. marraskuuta 2007 Helsinki), LL, oli suomalainen runoilija, aforistikko ja kustantaja...."""
norssi_4640	https://fi.wikipedia.org/wiki?curid=950373	"""Juha Yrjö Julius Tikka (30. joulukuuta 1929 Helsinki – 13. joulukuuta 2001) oli suomalainen upseeri ja kontra-amiraali ja Suomen merivoimien..."""
norssi_4770	https://fi.wikipedia.org/wiki?curid=1308464	"""Erik (Erkki) Jalmari Toivanen (23. marraskuuta 1927 Hanko – 2000) oli suomalainen yritysjohtaja, varatuomari. Hänelle myönnettiin vuorineuvoksen..."""
norssi_1112	https://fi.wikipedia.org/wiki?curid=646348	"""Lauri Adolf Toivonen (Käytti Saksassa peitenimeä Vaara), (18. huhtikuuta 1894 Helsinki – 31. joulukuuta 1922) oli suomalainen jääkäriluutnantti..."""
norssi_6284	https://fi.wikipedia.org/wiki?curid=704149	"""Martti Leo Tolamo (vuoteen 1930 Topelius, 21. helmikuuta 1907 Kangasniemi – 14. maaliskuuta 1940) oli suomalainen yleisurheilija, jonka..."""
norssi_2736	https://fi.wikipedia.org/wiki?curid=1045147	"""Risto Kalevi Tuomikoski (24. tammikuuta 1911 Joensuu – 24. syyskuuta 1989 Helsinki) oli suomalainen kasvi-, hyönteis- ja kielitieteilijä ja professori..."""
norssi_1879	https://fi.wikipedia.org/wiki?curid=1302110	"""Pauli Ilmari Tuovinen (2. toukokuuta 1903 Polvijärvi – 15. tammikuuta 1965 Helsinki) oli suomalainen lääkäri. Hän oli Helsingin yliopiston kirurgian..."""
norssi_3841	https://fi.wikipedia.org/wiki?curid=1151016	"""Matti Antero Tuovinen (3. joulukuuta 1922 Helsinki – 4. heinäkuuta 2015 Helsinki) oli suomalainen ulkoministeriön virkamies ja valtiosihteeri..."""
norssi_2227	https://fi.wikipedia.org/wiki?curid=1045154	"""Osmo Kalervo Turpeinen (15. maaliskuuta 1908 Tampere – 24. huhtikuuta 1998 Helsinki) oli suomalainen lääkäri. Hän oli Helsingin yliopiston ravintofysiologian..."""
norssi_4506	https://fi.wikipedia.org/wiki?curid=749836	"""Veikko Aleksis Tähkä (vuoteen 1935 Tefke; 13. elokuuta 1923 Noormarkku — 12. toukokuuta 2012 Espoo) oli suomalainen psykiatri, psykoanalyytikko..."""
norssi_198	https://fi.wikipedia.org/wiki?curid=539038	"""Aksel (Axel) Olof Törnudd (15. joulukuuta 1874 Tampere – 19. heinäkuuta 1923 Helsinki) oli suomalainen musiikinopettaja ja säveltäjä...."""
norssi_3069	https://fi.wikipedia.org/wiki?curid=1137639	"""Aarne Teppo Kristian Unhola (s. 13. marraskuuta 1911 Savonlinna) on suomalainen lastenkirjailija ja kääntäjä...."""
norssi_4235	https://fi.wikipedia.org/wiki?curid=1309708	"""Jaakko Uotila (20. huhtikuuta 1927 Sortavala – 29. heinäkuuta 1992) oli suomalainen oikeustieteilijä ja professori. Hän oli Tampereen yliopiston..."""
norssi_5587	https://fi.wikipedia.org/wiki?curid=372877	"""Antti Ilmari Vaheri (s. 24. syyskuuta 1938 Helsinki) on suomalainen lääketieteen tutkija. Hän toimi vuosina 1986–2003 Helsingin yliopiston virusopin..."""
norssi_5432	https://fi.wikipedia.org/wiki?curid=1149184	"""Eero Markus Antero Valjakka (17. joulukuuta 1937 Helsinki – 22. lokakuuta 2002 Helsinki) oli suomalainen arkkitehti, jota on pidetty erityisesti..."""
norssi_1713	https://fi.wikipedia.org/wiki?curid=1039560	"""Otto Ferdinand Valle (4. tammikuuta 1899 Helsinki – 28. marraskuuta 1969) oli maataloustutkija ja toimi Hankkijan kasvinjalostuslaitoksen johtajana..."""
norssi_5132	https://fi.wikipedia.org/wiki?curid=1165164	"""Risto Vanari (22. maaliskuuta 1931 Helsinki – 2. heinäkuuta 1986 Espoo) oli suomalainen ohjaaja, käsikirjoittaja ja muusikko.
Hän tuotti..."""
norssi_6715	https://fi.wikipedia.org/wiki?curid=962096	"""Seppo Mikael Varjonen (s. 4. toukokuuta 1947 Helsinki) on suomalainen korkeushypyn SM-mitalisti ja maaotteluedustaja. Hän edusti seuratasolla..."""
norssi_2860	https://fi.wikipedia.org/wiki?curid=1311302	"""Osmo Olavi Veli Vihtori Vartiainen (23. maaliskuuta 1913 Helsinki – 17. tammikuuta 2002) oli suomalainen lääkäri ja professori (1966). Hän oli..."""
norssi_950	https://fi.wikipedia.org/wiki?curid=419163	"""Veli Kaarle Verkko (alk. Werkko; 8. heinäkuuta 1893 Helsinki – 6. huhtikuuta 1955 Helsinki) oli suomalainen sosiologi, tilastovirkamies..."""
norssi_301	https://fi.wikipedia.org/wiki?curid=1037822	"""Albert Verner Vesterdahl (sukunimi myöh. Veistäjä; 17. helmikuuta 1876 Pietari – 24. helmikuuta 1913 Sortavala) oli suomalainen toimittaja..."""
norssi_2579	https://fi.wikipedia.org/wiki?curid=1056947	"""Matti Mauritsi Viherjuuri (19. toukokuuta 1912 Helsinki – 8. maaliskuuta 1987 Helsinki) oli suomalainen kamarineuvos ja mainostoimisto Markkinointi..."""
norssi_172	https://fi.wikipedia.org/wiki?curid=737774	"""Johan Hjalmar (Juho Jalmari) Viljanen (15. elokuuta 1872 Nastola – 12. syyskuuta 1928 Lahti) oli suomalainen poliitikko. Hänen puolueensa oli..."""
norssi_1531	https://fi.wikipedia.org/wiki?curid=570225	"""Joel Adiel Vilkki (8. elokuuta 1899 – 14. heinäkuuta 1976) oli Someron yhteiskoulun rehtori vuosina 1929–1936 ja 1941–1960.
Joel Vilkki..."""
