id	snimi	enimet	birth_place	birth_date	death_place	death_date					
http://ldf.fi/history/kb/p2653	Nordmann	Alexander von	Kymi	1803	Helsinki	1866
http://ldf.fi/history/kb/p2280	Nordmann	Boris	Kymi, Kymi	1808, 1808	Venäjä, Pietari	1877, 1877
http://ldf.fi/history/kb/p622	Nordmann	Petrus	Helsinki	1858	Porvoo	1923
http://ldf.fi/history/kb/p299	Nordström	Gunnar	Helsinki	1881	Helsinki	1923
http://ldf.fi/history/kb/p3528	Nordström	Johan Jakob	Turku, Turku	1801, 1801	Ruotsi, Tukholma	1874, 1874
http://ldf.fi/history/histo/p4628	Nordström	Johan Jakob		1801		1874					
http://ldf.fi/history/kb/p1833	Nordström	Lars-Gunnar	Helsinki	1924			
http://ldf.fi/history/kb/p4088	Nordström	Ragnar	Loviisa	1894	Loviisa	1982
http://ldf.fi/history/histo/p1789	Nordström	Ragnar		1894		1982					
http://ldf.fi/history/kb/p6082	Nordström	Wilhelmina	Pyhtää	1815	Porvoo	1902
http://ldf.fi/history/kb/p6131	Norell	Ingeborg		1727		1800
http://ldf.fi/history/kb/p2643	Norio	Reijo	Raahe	1934			
http://ldf.fi/history/kb/p136	Norna	Ada	Tampere	1896	Oulu	1976
http://ldf.fi/history/kb/p408	Noro	Leo	Hämeenlinna	1915		1980
http://ldf.fi/history/kb/p5303	Norrlin	Johan Petter	Hollola	1842	Helsinki	1917
http://ldf.fi/history/kb/p4420	Norrmén	Alfred	Ylöjärvi	1858	Helsinki	1942
http://ldf.fi/history/kb/p5346	Norrmén	Oscar	Hämeenlinna	1822	Helsinki	1889
http://ldf.fi/history/kb/p3773	Norrmén	Pehr Herman	Helsinki	1894	Ruotsi	1945
http://ldf.fi/history/kb/p6175	Norta	Yrjö	Turku	1904	Helsinki	1988
http://ldf.fi/history/kb/p3709	Nortamo	Hjalmar	Rauma	1860	Pori	1931
http://ldf.fi/history/kb/p3053	Nortamo	Simopekka	Helsinki	1927	Espoo	2003
http://ldf.fi/history/kb/p5343	Nortimo	Jorma	Helsinki	1906	Helsinki	1958
http://ldf.fi/history/kb/p2118	Nottbeck	Wilhelm von	Venäjä, Venäjä, Pietari, Pietari	1816, 1816, 1816, 1816	Saksa, Wiesbaden, Saksa, Wiesbaden	1890, 1890, 1890, 1890
http://ldf.fi/history/kb/p504	Numelin	Ragnar	Turku	1890	Helsinki	1972
http://ldf.fi/history/kb/p4740	Numers	Gustaf von	Maksamaa, Maksamaa, Kangasala, Kangasala	1848, 1848, 1912, 1912	Kannus, Helsinki, Kannus, Helsinki	1913, 1978, 1913, 1978
http://ldf.fi/history/kb/p4224	Numers	Hedvig von	Ruotsi, Ruotsi	1830, 1830	Ruotsi, Tukholma	1863, 1863
http://ldf.fi/history/kb/p2896	Numers	Lorenz von	Turku, Turku	1913, 1913	Ranska, Angers	1994, 1994
http://ldf.fi/history/kb/p5920	Nummelin	Kustaa Mikonpoika	Nousiainen	1800	Raisio	1836
http://ldf.fi/history/kb/p160	Nummi	Lassi	Helsinki	1928	Helsinki	2012
http://ldf.fi/history/kb/p2887	Nummi	Seppo	Helsinki	1932	Tampere	1981
http://ldf.fi/history/kb/p149	Numminen	Jaakko	Vaasa	1928			
http://ldf.fi/history/kb/p351	Numminen	Mauri Antero	Somero	1940			
http://ldf.fi/history/kb/p4783	Numminen	Vilho	Kuru	1896	Helsinki	1960
http://ldf.fi/history/kb/p5276	Nuolivaara	Auni	Korpilahti	1883	Tampere	1972
http://ldf.fi/history/kb/p4219	Nuormaa	Severi	Pälkäne	1865	Turku	1924
http://ldf.fi/history/kb/p1671	Nuortava	Väinö	Mäntsälä	1889	Helsinki	1967
http://ldf.fi/history/kb/p2833	Nuorteva	Matti	Helsinki	1928			
http://ldf.fi/history/kb/p4743	Nuorteva	Pekka	Helsinki	1926			
http://ldf.fi/history/kb/p4465	Nuorteva	Santeri	Viipuri, Viipuri	1881, 1881	Venäjä, Leningrad	1929, 1929
http://ldf.fi/history/kb/p2115	Nuorvala	Aarne	Viipuri	1912			
http://ldf.fi/history/kb/p455	Nuorvala	Kaarlo	Viipuri	1910	Helsinki	1967
http://ldf.fi/history/histo/p3531	Nuotio	Pete (1961-)					
http://ldf.fi/history/kb/p1039	Nurmela	Ilmo	Virolahti	1903	Helsinki	1974
http://ldf.fi/history/kb/p518	Nurmela	Tauno	Lappee	1907	Turku	1985
http://ldf.fi/history/kb/p17	Nurmesniemi	Antti	Hämeenlinna	1927	Helsinki	2003
http://ldf.fi/history/kb/p991	Nurmesniemi	Vuokko	Helsinki	1930			
http://ldf.fi/history/kb/p1225	Nurmi	Paavo	Turku	1897	Helsinki	1973
http://ldf.fi/history/kb/p5940	Nurmimaa	Seppo	Kerava	1931	Porvoo	2011
http://ldf.fi/history/kb/p1772	Nurminen	John	Rauma	1877	Helsinki	1951
http://ldf.fi/history/kb/p2268	Nurminen	Uno	Kärkölä	1895	Helsinki	1972
http://ldf.fi/history/kb/p4884	Nurmio	Heikki	Pihlajavesi	1887	Turku	1947
http://ldf.fi/history/kb/p1755	Nurmio	Yrjö	Raisio	1901	Helsinki	1983
http://ldf.fi/history/kb/p4198	Nutti	Pietari Antti Pietarinpoika	Karesuvanto	1825	Oulu	1898
http://ldf.fi/history/kb/p3057	Nuutinen	Lauri	Kontiolahti	1700	Eno	1764
http://ldf.fi/history/kb/p4803	Nuutinen	Olli	Pielavesi, Pielavesi	1939, 1939	Tanska, Kööpenhamina	1995, 1995
http://ldf.fi/history/kb/p1362	Nuuttila	Helmi	Sysmä	1881	Asikkala	1967
http://ldf.fi/history/kb/p2078	Nyberg	Frans	Venäjä, Pietari	1882, 1882	Porvoo, Porvoo	1962, 1962
http://ldf.fi/history/kb/p5741	Nyberg	Fredrik Lorentz	Viapori	1768	Helsinki	1831
http://ldf.fi/history/kb/p5211	Nyberg	Mikael	Helsinki	1871	Äänekoski	1940
http://ldf.fi/history/kb/p6125	Nyberg	Ottiliana Henrika	Viipuri	1830		1911
http://ldf.fi/history/kb/p781	Nyberg	Otto	Rautalampi	1825	Oulu	1879
http://ldf.fi/history/kb/p3281	Nyberg	Petter	Parainen	1740	Lapinjärvi	1808
http://ldf.fi/history/kb/p5393	Nybergh	August	Heinola	1851	Helsinki	1920
http://ldf.fi/history/kb/p2754	Nybergh	Gunnar	Viipuri	1887	Helsinki	1976
http://ldf.fi/history/kb/p271	Nyblin	Daniel	Norja, Drammen	1856, 1856	Helsinki, Helsinki	1923, 1923
http://ldf.fi/history/kb/p6178	Nybom	Fredrik	Hamina	1838	Helsinki	1927
http://ldf.fi/history/kb/p5462	Nyborg	August af	Ruotsi, Norrköping	1833, 1833	Helsinki, Helsinki	1927, 1927
http://ldf.fi/history/kb/p5290	Nycopensis	Andreas Laurentii	Ruotsi, Nyköping	1600, 1600	Helsinki, Helsinki	1688, 1688
http://ldf.fi/history/kb/p5241	Nycopensis	Nicolaus Laurentii	Ruotsi, Nyköping	1610, 1610		1664, 1664
http://ldf.fi/history/kb/p3693	Nyendorp	Albrecht		1400		1484
http://ldf.fi/history/kb/p1372	Nygrén	Helge	Helsinki	1924	Helsinki	1992
http://ldf.fi/history/kb/p6177	Nygrén	Jacob	Liivinmaa	1768	Heinola	1836
http://ldf.fi/history/kb/p5342	Nygård	Peter	Helsinki	1941			
http://ldf.fi/history/kb/p1203	Nykopp	Johan	Ranska	1906	Helsinki	1993
http://ldf.fi/history/histo/p4766	Nykopp	Johan		1906		1993					
http://ldf.fi/history/histo/p4308	Nykopp	Karl Gustaf		1785		1849					
http://ldf.fi/history/kb/p4965	Nykänen	Matti	Jyväskylä	1963			
http://ldf.fi/history/kb/p971	Nylander	Fredrik	Oulu, Oulu	1820, 1820	Ranska, Contrexéville	1880, 1880
http://ldf.fi/history/kb/p5669	Nylander	Johan	Oulu	1698	Porvoo	1761
http://ldf.fi/history/kb/p5416	Nylander	Johan Mattsinpoika	Oulu, Oulu	1742, 1742	Ruotsi, Tukholma	1810, 1810
http://ldf.fi/history/kb/p661	Nylander	Per Edvin Alfred	Helsinki, Helsinki	1897, 1897	Saksa, München	1955, 1955
http://ldf.fi/history/kb/p3235	Nylander	William	Oulu	1822	Ranska	1899
http://ldf.fi/history/kb/p2509	Nylund	Felix	Korppoo	1878	Kauniainen	1940
http://ldf.fi/history/kb/p1811	Nyman	Gunnel	Turku	1909	Helsinki	1948
http://ldf.fi/history/kb/p5929	Nyman	Karl Gustaf Konrad		1880			
http://ldf.fi/history/kb/p2682	Nyman	Kuno	Urjala	1887	Helsinki	1982
http://ldf.fi/history/histo/p2838	Nyqvist	Edvard					
http://ldf.fi/history/kb/p5369	Nyrhi	Mauno Pekanpoika		1500		1553
http://ldf.fi/history/histo/p1790	Nyrhi	Mauno Pekanpoika (K 1553)					
http://ldf.fi/history/kb/p1778	Nyström	Gustaf	Helsinki	1856	Helsinki	1917
http://ldf.fi/history/kb/p6097	Nyström	Hilda	Hämeenlinna	1838		1900
http://ldf.fi/history/kb/p3666	Nyström	Hilma	Loviisa	1846	Helsinki	1915
http://ldf.fi/history/kb/p817	Nyström	Ragnar	Helsinki	1898	Neuvostoliitto	1938
http://ldf.fi/history/kb/p5153	Nystén	Alarik	Joensuu	1875	Helsinki	1936
http://ldf.fi/history/kb/p5312	Nystén	Holger	Vaasa	1905	Helsinki	1964
http://ldf.fi/history/kb/p2004	Nyyssönen	Aarne	Karttula	1921	Sonkajärvi	2006
http://ldf.fi/history/kb/p6179	Närhi	Otto	Rautalampi	1864	Helsinki	1904
http://ldf.fi/history/kb/p3100	Närvänen	Onni	Muolaa	1909		1995
http://ldf.fi/history/kb/p2173	Näsi	Valde	Karunki	1903	Oulu	1993
http://ldf.fi/history/kb/p5367	Nätyri	Kerttu	Kalajoki	1600		1700
http://ldf.fi/history/kb/p1090	Nääf	Wilhelm	Ruotsi, Västmanland	1720, 1720	Turku, Turku	1783, 1783
http://ldf.fi/history/kb/p2713	Näätänen	Risto	Helsinki	1939			
http://ldf.fi/history/kb/p1235	Nürenbach	Martin		1700	Hämeenlinna	1780
http://ldf.fi/history/kb/p6319	Obenhar	Bertil		1600		1700
http://ldf.fi/history/kb/p3011	Obolenski	Ivan Mihailovitsh		1853, 1853	Venäjä, Pietari	1910, 1910
http://ldf.fi/history/histo/p4900	Odenwall	Nanny (1800-luku)					
http://ldf.fi/history/kb/p161	Oesch	Karl Lennart	Viipuri, Pyhäjärvi	1892, 1892	Helsinki, Helsinki	1978, 1978
http://ldf.fi/history/histo/p4092	Oesch	Karl Lennart		1892		1978					
http://ldf.fi/history/kb/p4187	Offense	Lyder van		1450		1530
http://ldf.fi/history/kb/p5656	Ogilwie	Patrik	Skotlanti	1606		1674
http://ldf.fi/history/kb/p6113	Oinoinen	Johannes Johaninpoika	Ruotsi, Ruotsi, Värmlanti, Värmlanti, Norra vigge, Norra vigge	1874, 1874, 1874, 1874, 1874, 1874	Ruotsi, Värmlanti, Ruotsi, Värmlanti, Ruotsi, Värmlanti	1965, 1965, 1965, 1965, 1965, 1965
http://ldf.fi/history/kb/p453	Oinonen	Mikko	Pielisjärvi	1883	Helsinki	1956
http://ldf.fi/history/kb/p1906	Oinonen	Väinö	Kuopio	1897	Helsinki	1975
http://ldf.fi/history/kb/p2295	Oinonen	Woldemar	Lappeenranta	1891	Orivesi	1963
http://ldf.fi/history/kb/p2436	Oittinen	Osmo	Äänekoski	1914	Helsinki	1982
http://ldf.fi/history/kb/p1693	Oittinen	Reino Henrik	Helsinki	1912	Helsinki	1978
http://ldf.fi/history/kb/p3500	Oivio	Pekka	Pälkäne	1918	Helsinki	2000
http://ldf.fi/history/kb/p4424	Oja	Onni	Keuruu	1909	Helsinki	2004
http://ldf.fi/history/kb/p5139	Ojala	Friiti	Ullava	1892	Kaustinen	1951
http://ldf.fi/history/kb/p5883	Ojanen	Kaarle	Punkalaidun	1851		1927
http://ldf.fi/history/kb/p239	Ojaniemi	Lauri Kreinpoika		1535		1615
http://ldf.fi/history/kb/p4128	Ojanne	Olavi	Ulvila	1911	Helsinki	1983
http://ldf.fi/history/kb/p3661	Ojanperä	Abraham	Liminka	1856	Liminka	1916
http://ldf.fi/history/kb/p3070	Ojansuu	Heikki	Tyrvää	1873	Helsinki	1923
http://ldf.fi/history/kb/p3338	Oker-Blom	Christian Theodor	Sortavala	1822	Viipuri	1900
http://ldf.fi/history/kb/p2320	Oker-Blom	Max	Helsinki	1863	Helsinki	1917
http://ldf.fi/history/kb/p795	Oker-Blom	Nils	Helsinki	1919	Helsinki	1995
http://ldf.fi/history/kb/p335	Okkonen	Onni	Korpiselkä	1886	Helsinki	1962
http://ldf.fi/history/kb/p5277	Oksala	Arvi	Jyväskylä	1891	Helsinki	1949
http://ldf.fi/history/histo/p4796	Oksala	Kaarle		1873		1949					
http://ldf.fi/history/kb/p5107	Oksala	Päivö	Jyväskylä	1907	Jyväskylä	1974
http://ldf.fi/history/kb/p618	Oksanen	Jussi	Asikkala	1886	Mäntyharju	1945
http://ldf.fi/history/kb/p6006	Oksanen	Veikko	Loppi	1922			
http://ldf.fi/history/kb/p3227	Okulov	Sergei	Suistamo	1853	Kuopio	1940
http://ldf.fi/history/kb/p5009	Oldenburg	Hampus Julius	Ruotsi, Tukholma	1819, 1819	Viipuri, Viipuri	1876, 1876
http://ldf.fi/history/histo/p3814	Oldenburg	Hampus Julius		1819		1876					
http://ldf.fi/history/histo/p3721	Oldenburg	Hannu Henrikinpoika von (K 1599)					
http://ldf.fi/history/kb/p1691	Olenius	Oiva	Helsinki	1890	Helsinki	1968
http://ldf.fi/history/kb/p1272	Olenius	Valto	Uusimaa, Pyhäjärvi	1920, 1920	Heinola, Heinola	1983, 1983
http://ldf.fi/history/kb/p797	Olin	Carl-Erik	Pori	1902		1974
http://ldf.fi/history/kb/p317	Olin	Toivo	Kitee	1885	Turku	1970
http://ldf.fi/history/kb/p4008	Olivecreutz	Johan	Ruotsi, Tukholma	1721, 1721	Turku, Turku	1804, 1804
http://ldf.fi/history/kb/p5856	Olkkoinen	Simo		1599		1661
http://ldf.fi/history/histo/p4116	Ollikainen	Otto					
http://ldf.fi/history/kb/p2841	Ollila	Jorma	Seinäjoki	1950			
http://ldf.fi/history/kb/p368	Ollila	Yrjö	Helsinki	1887	Helsinki	1932
http://ldf.fi/history/kb/p5449	Olsen	Knut		1700		1800
http://ldf.fi/history/kb/p1914	Olsoni	Eligius	Ruskeala	1823	Muolaa	1889
http://ldf.fi/history/kb/p4489	Olsoni-Quist	Anna	Sakkola	1864	Helsinki	1943
http://ldf.fi/history/kb/p2426	Olsson	Curt	Helsinki	1919			
http://ldf.fi/history/kb/p2692	Olsson	Hagar	Kustavi	1893	Helsinki	1978
http://ldf.fi/history/kb/p715	Olsson	Paul	Helsinki, Helsinki	1890, 1890	Yhdysvallat, Kalifornia	1973, 1973
http://ldf.fi/history/kb/p292	Olsson	Svante	Ruotsi, Riseberga	1856, 1856	Kauniainen, Kauniainen	1941, 1941
http://ldf.fi/history/kb/p743	Onerva	L.	Helsinki	1882	Helsinki	1972
http://ldf.fi/history/kb/p2865	Ongelin	Hanna	Helsinki	1848	Helsinki	1893
http://ldf.fi/history/kb/p1885	Oppenheim	Mejer	Kaunas, Kaunas, Liettua, Liettua	1831, 1831, 1831, 1831	Yhdysvallat, New york, Yhdysvallat, New york	1893, 1893, 1893, 1893
http://ldf.fi/history/kb/p1653	Oravainen	Niilo Niilonpoika		1520	Tornio	1597
http://ldf.fi/history/kb/p4547	Ordin	Kesar Filippovitsh	Venäjä	1835	Muolaa	1892
http://ldf.fi/history/kb/p1911	Orjatsalo	Aarne	Simo, Simo	1883, 1883	Yhdysvallat, New york	1941, 1941
http://ldf.fi/history/kb/p1925	Orko	Liisa	Pori	1902	Helsinki	1987
http://ldf.fi/history/kb/p4748	Orko	Risto	Rauma	1899	Helsinki	2001
http://ldf.fi/history/kb/p5467	Orlova-Tshesmenskaja	Anna	Venäjä, Venäjä, Moskova, Moskova	1785, 1785, 1785, 1785	Venäjä, Novgorod, Venäjä, Novgorod	1848, 1848, 1848, 1848
http://ldf.fi/history/kb/p669	Orrhjelm	Anders Fabian	Porvoo	1762	Turku	1816
http://ldf.fi/history/kb/p5744	Orvomaa	Harry	Helsinki	1927	Helsinki	1990
http://ldf.fi/history/kb/p1571	Osara	Nils Arthur	Ikaalinen	1903	Hämeenkyrö	1990
http://ldf.fi/history/kb/p1993	Osipow	Paul	Kymi	1939			
http://ldf.fi/history/kb/p2089	Osmonsalo	Erkki Kustaa	Joroinen	1894	Helsinki	1949
http://ldf.fi/history/kb/p3793	Osol	Olga	Lappeenranta	1905		1994
http://ldf.fi/history/kb/p3075	Osonen	Vilho	Tampere	1884	Tampere	1952
http://ldf.fi/history/kb/p5436	Osten	Tideke van		1350		1435
http://ldf.fi/history/histo/p2165	Osterman	Andrey		1686		1747					
http://ldf.fi/history/kb/p4454	Oterma	Liisi	Turku	1915	Turku	2001
http://ldf.fi/history/kb/p4818	Ots	Georg	Venäjä, Venäjä, Pietari, Pietari	1920, 1920, 1920, 1920	Viro, Tallinna, Viro, Tallinna	1975, 1975, 1975, 1975
http://ldf.fi/history/kb/p4518	Otta	Joachim	Italia, Torino	1775, 1775	Helsinki, Helsinki	1848, 1848
http://ldf.fi/history/kb/p2748	Ottelin	Carl Gustaf	Elimäki	1792	Porvoo	1864
http://ldf.fi/history/histo/p3106	Otter	Sebastian von					
http://ldf.fi/history/kb/p2910	Outakoski	Nilla	Pudasjärvi	1919	Kauniainen	2003
http://ldf.fi/history/kb/p1177	Outhier	Réginald	Ranska, Ranska	1694, 1694	Ranska, Bayeux	1774, 1774
http://ldf.fi/history/kb/p1565	Oxenstierna	Axel	Ruotsi, Ruotsi, Uplanti, Uplanti	1583, 1583, 1583, 1583	Ruotsi, Tukholma, Ruotsi, Tukholma	1654, 1654, 1654, 1654
http://ldf.fi/history/histo/p3086	Oxenstierna	Axel		1583		1654					
http://ldf.fi/history/kb/p6305	Oxenstierna	Bengt	Ruotsi, Ruotsi, Mörby, Mörby	1623, 1623, 1623, 1623	Ruotsi, Tukholma, Ruotsi, Tukholma	1702, 1702, 1702, 1702
http://ldf.fi/history/kb/p5121	Oxenstierna	Bengt Jönsinpoika	Ruotsi	1400		1450
http://ldf.fi/history/kb/p2753	Oxenstierna	Gabriel Bengtinpoika	Ruotsi, Ruotsi, Lindholmen, Lindholmen	1586, 1586, 1586, 1586	Ruotsi, Sollentuna, Ruotsi, Sollentuna	1656, 1656, 1656, 1656
http://ldf.fi/history/kb/p3358	Oxenstierna	Johan	Ruotsi, Ruotsi, Tukholma, Tukholma	1611, 1611, 1611, 1611	Saksa, Wismar, Saksa, Wismar	1657, 1657, 1657, 1657
http://ldf.fi/history/kb/p5756	Oxenstierna	Jöns Bengtinpoika	Ruotsi, Ruotsi	1417, 1417	Ruotsi, Borgholm	1467, 1467
http://ldf.fi/history/kb/p2091	Oxenstierna	Kristiern Bengtinpoika		1400		1476
http://ldf.fi/history/kb/p4802	Oxenstierna	Nils Jönsinpoika	Ruotsi	1400		1450
http://ldf.fi/history/kb/p3710	Paajatar	Kaarina	Joroinen	1715	Juva	1779
http://ldf.fi/history/kb/p436	Paakkanen	Kirsti	Saarijärvi	1929			
http://ldf.fi/history/kb/p6386	Paakkunainen	Seppo	Tuusula	1943			
http://ldf.fi/history/kb/p5842	Paakkunainen	Tuomas	Tohmajärvi	1635	Tohmajärvi	1681
http://ldf.fi/history/kb/p5420	Paalanen	Esko	Kemi	1926			
http://ldf.fi/history/kb/p4130	Paalu	Paavo	Turku	1895	Turku	1971
http://ldf.fi/history/kb/p5066	Paananen	Ilmo	Sortavala	1927			
http://ldf.fi/history/kb/p1370	Paarma	Jukka	Lappeenranta	1942			
http://ldf.fi/history/kb/p4412	Paasikivi	Alli	Kärkölä	1879	Helsinki	1960
http://ldf.fi/history/kb/p3401	Paasikivi	Erkki	Rauma	1917	Rauma	2003
http://ldf.fi/history/kb/p539	Paasikivi	Juho Kusti	Häme	1870	Helsinki	1956
http://ldf.fi/history/histo/p3122	Paasikivi	Juho Kusti		1870		1956					
http://ldf.fi/history/kb/p3300	Paasilinna	Arto	Kittilä	1942			
http://ldf.fi/history/kb/p261	Paasilinna	Erno	Petsamo	1935	Tampere	2000
http://ldf.fi/history/kb/p1233	Paasilinna	Reino		1939			
http://ldf.fi/history/kb/p3431	Paasio	Pertti	Helsinki	1939			
http://ldf.fi/history/kb/p2683	Paasio	Rafael	Uskela	1903	Turku	1980
http://ldf.fi/history/kb/p4273	Paasivirta	Juhani	Kemi	1919	Turku	1993
http://ldf.fi/history/kb/p2102	Paasivuori	Matti	Ilmajoki	1866	Helsinki	1937
http://ldf.fi/history/histo/p2824	Paasivuori	Matti		1866		1937					
http://ldf.fi/history/kb/p2368	Paaso	Maria	Ii	1868	Helsinki	1945
http://ldf.fi/history/kb/p3599	Paasonen	Aladár	Unkari, Unkari, Unkari, Budapest, Budapest, Budapest	1898, 1898, 1898, 1898, 1898, 1898	Yhdysvallat, Philadelphia, Pennsylvania, Yhdysvallat, Philadelphia, Pennsylvania	1974, 1974, 1974, 1974, 1974, 1974
http://ldf.fi/history/histo/p4479	Paasonen	Aladár		1898		1974					
http://ldf.fi/history/kb/p742	Paasonen	Heikki	Mikkeli	1865	Helsinki	1919
http://ldf.fi/history/kb/p2710	Paasonen	Helmi	Heinola	1896	Helsinki	1968
http://ldf.fi/history/kb/p5109	Paatela	Oskari	Helsinki	1888	Vaasa	1952
http://ldf.fi/history/kb/p2545	Paatero	Yrjö	Helsinki	1901	Turku	1963
http://ldf.fi/history/kb/p3213	Paatsama	Saki	Tampere	1918	Helsinki	1998
http://ldf.fi/history/histo/p2170	Paatso	Liisa (1945-)					
http://ldf.fi/history/kb/p1769	Paavela	Paul		1931	Helsinki	1980
http://ldf.fi/history/kb/p3212	Paavo-Kallio	Esaias	Isokyrö	1858		1936
http://ldf.fi/history/kb/p2438	Paavola	Erkki Johannes	Mouhijärvi	1903	Helsinki	1983
http://ldf.fi/history/kb/p1021	Paavola	Martti	Tampere	1898	Helsinki	1992
http://ldf.fi/history/kb/p5512	Paavola	Matti	Eurajoki	1786	Nakkila	1859
http://ldf.fi/history/kb/p1590	Paavola	Pekka	Tampere	1933			
http://ldf.fi/history/kb/p2413	Paavolainen	Erkki	Kivennapa	1890	Helsinki	1960
http://ldf.fi/history/kb/p2514	Paavolainen	Olavi	Kivennapa	1903	Helsinki	1964
http://ldf.fi/history/kb/p4103	Pacchalenius	Thomas	Vanaja	1703	Lohja	1784
http://ldf.fi/history/kb/p1827	Pacius	Fredrik	Saksa, Hampuri	1809, 1809	Helsinki, Helsinki	1891, 1891
http://ldf.fi/history/kb/p204	Packalén	Matti	Helsinki	1947			
http://ldf.fi/history/histo/p4051	Pajakka	Jalmari Bernhard		1891		1939 					
http://ldf.fi/history/kb/p718	Pajari	Aaro	Asikkala	1897		1949
http://ldf.fi/history/histo/p2174	Pajari	Aaro		1897		1949					
http://ldf.fi/history/kb/p3717	Pajula	Fanny	Kotka	1857	Helsinki	1918
http://ldf.fi/history/kb/p1882	Pajula	Jaakko	Helsinki	1928	Turku	2012
http://ldf.fi/history/kb/p4350	Pajunen	Aimo	Helsinki	1931			
http://ldf.fi/history/kb/p2256	Pajunen	Edvard	Padasjoki	1888	Helsinki	1953
http://ldf.fi/history/kb/p866	Pakalén	Anna	Hanko	1891	Hanko	1974
http://ldf.fi/history/kb/p2517	Pakarinen	Esa	Rääkkylä	1911	Varkaus	1989
http://ldf.fi/history/kb/p2025	Pakaslahti	Aaro	Oulu, Oulu	1903, 1903	Espanja, Madrid	1969, 1969
http://ldf.fi/history/kb/p651	Pakkala	Teuvo	Oulu	1862	Kuopio	1925
http://ldf.fi/history/kb/p2121	Pakkanen	Atte	Urjala	1912	Helsinki	1994
http://ldf.fi/history/kb/p4175	Pakkasvirta	Jaakko	Simpele	1934			
http://ldf.fi/history/kb/p5284	Pale	Erkki	Valkeala	1906	Helsinki	2003
http://ldf.fi/history/kb/p3774	Pallasmaa	Juhani	Hämeenlinna	1936			
http://ldf.fi/history/kb/p1017	Palm	Elli	Viipuri	1933			
http://ldf.fi/history/kb/p5757	Palm	Kalle	Nurmes	1948			
http://ldf.fi/history/kb/p1808	Palmberg	Albert	Geta	1831	Pohja	1916
http://ldf.fi/history/kb/p5235	Palmfelt	August Fredrik	Mikkeli, Mikkeli	1767, 1767	Ruotsi, Tukholma	1814, 1814
http://ldf.fi/history/kb/p2608	Palmgren	Alvar	Helsinki	1880	Helsinki	1960
http://ldf.fi/history/histo/p4719	Palmgren	Alvar		1880		1960					
http://ldf.fi/history/kb/p315	Palmgren	Axel	Helsinki	1867	Helsinki	1939
http://ldf.fi/history/kb/p83	Palmgren	Bo	Porvoo	1909	Helsinki	1973
http://ldf.fi/history/kb/p2875	Palmgren	Gunnar	Helsinki	1908	Helsinki	1953
http://ldf.fi/history/kb/p4380	Palmgren	Pontus	Helsinki	1907	Helsinki	1993
http://ldf.fi/history/histo/p4717	Palmgren	Pontus (1907–1993)					
http://ldf.fi/history/kb/p964	Palmgren	Raoul	Karjaa	1912	Tampere	1995
http://ldf.fi/history/kb/p2706	Palmgren	Rolf	Helsinki	1880	Helsinki	1944
http://ldf.fi/history/histo/p4350	Palmgren	Rolf		1880		1944					
http://ldf.fi/history/kb/p3769	Palmgren	Selim	Pori	1878	Helsinki	1951
http://ldf.fi/history/kb/p4340	Palmqvist	Wäinö Gustaf	Kalajoki	1882	Helsinki	1964
http://ldf.fi/history/kb/p4687	Palmroth	Arvo Valte	Kauhajoki	1916	Kauhajoki	1997
http://ldf.fi/history/kb/p5008	Palmroth	Casimir	Lappeenranta, Lappeenranta	1826, 1826	Venäjä, Pietari	1880, 1880
http://ldf.fi/history/kb/p22	Palmroth	Reino	Ruovesi	1906	Helsinki	1992
http://ldf.fi/history/kb/p1810	Palmén	Arne	Helsinki	1885	Helsinki	1974
http://ldf.fi/history/kb/p4744	Palmén	Erik	Vaasa	1898	Helsinki	1985
http://ldf.fi/history/kb/p826	Palmén	Ernst	Helsinki	1916	Helsinki	1991
http://ldf.fi/history/kb/p1663	Palmén	Ernst Gustaf	Helsinki	1849	Helsinki	1919
http://ldf.fi/history/histo/p3849	Palmén	Ernst Gustaf		1849		1919					
http://ldf.fi/history/kb/p513	Palmén	Fanny	Helsinki	1842	Helsinki	1905
http://ldf.fi/history/kb/p2485	Palmén	Johan Axel	Helsinki	1845	Forssa	1919
http://ldf.fi/history/kb/p2939	Palmén	Johan Philip	Pori	1811	Espoo	1896
http://ldf.fi/history/kb/p2680	Palmén	Karl Evert	Helsinki	1857	Helsinki	1940
http://ldf.fi/history/kb/p2637	Palo	Perttu		1500		1600
http://ldf.fi/history/kb/p3696	Palo	Tauno	Hämeenlinna	1908	Helsinki	1982
http://ldf.fi/history/kb/p3328	Paloheimo	Hjalmar Gabriel	Kangasala	1864	Loppi	1919
http://ldf.fi/history/kb/p4274	Paloheimo	Karl Alfred	Kangasala	1862	Helsinki	1949
http://ldf.fi/history/kb/p1898	Paloheimo	Lauri	Viipuri	1899	Helsinki	1976
http://ldf.fi/history/kb/p1250	Paloheimo	Martti	Kajaani	1913		2002
http://ldf.fi/history/kb/p1661	Paloheimo	Oiva	Tampere	1910	Helsinki	1973
http://ldf.fi/history/kb/p373	Paloheimo	Olli	Helsinki	1894	Helsinki	1974
http://ldf.fi/history/kb/p5864	Paloheimo	Paavo	Loppi	1868	Helsinki	1921
http://ldf.fi/history/kb/p2034	Palojärvi	Väinö	Vihti	1894	Helsinki	1955
http://ldf.fi/history/kb/p3237	Palola	Eino	Kirvu	1885	Helsinki	1951
